State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,latitude,longitude
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-006,SAPETU / IGESA /  AT ST. JOHN'S SCHOOL,79,212,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,59,1,18,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/08/pu/006/006-1677428554.pdf,-37.2316439,-59.8222363
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-007,OBASOYIN / AT ST. JOHN'S SCHOOL,71,285,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37396/37396-1677468335.pdf,52.7757487,140.1482604
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-008,SURULERE / AT  COMMUNITY HIGH SCHOOL,90,279,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,54,6,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37397/37397-1677471981.pdf,-37.7849813,-58.4958941
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-009,OLD TECHNICAL SCHOOL / AT OLD TECHINCAL SCHOOL,97,302,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,59,7,26,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37398/37398-1677467170.pdf,32.2846434,36.3376952
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-010,OREMEJI / AT ST. JOHN'S SCHOOL,67,197,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,44,2,19,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37399/37399-1677470680.pdf,2.7598101,101.7369538
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-011,OKEOLUA / AT ST. ANDREWS SCHOOL,112,335,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,54,1,55,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37400/37400-1677468736.pdf,60.167148,24.9684046
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-012,ITAPOROGUN / AT ST. JAMES' SCHOOL,60,209,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,54,1,55,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37401/37401-1677468540.pdf,-34.790717,-60.7416429
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-014,ARO BALOFIN NEAR ARO,63,216,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,55,2,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37403/37403-1677473845.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-015,ERELU   /  AT C/S SCHOOL,74,203,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,39,2,33,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37404/37404-1677469611.pdf,-6.1400881,106.7248499
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-016,OMIAWO NEAR CHIEF ASAO AJISAFE,56,289,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,51,1,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37405/37405-1677469153.pdf,51.4348701,138.9738585
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-017,ERELU / OMIAWO AT  C/S SCHOOL,82,267,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,51,1,30,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/08/pu/017/017-1677385580.pdf,-35.2042442,-62.8016455
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-018,INIPA / BAYEROJU CO-OPERATIVE STORE AT INIPA,109,295,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,69,0,39,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/08/pu/018/018-1677426604.pdf,-34.3944786,-59.8043039
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-019,PETU/ONIYA COMP AT COOP STORE,101,326,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,51,5,44,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37408/37408-1677471396.pdf,-36.4224604,-62.1530486
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-020,PETU / ONIYA COMP.  /  AT ST. PETERS SCHOOL,73,252,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,51,3,17,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/08/pu/020/020-1677386300.pdf,61.16738,23.86582
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-021,ASEBIOMO / ARIYO / AT ST. PETERS' SCHOOL,104,333,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,62,6,34,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/08/pu/021/021-1677388889.pdf,32.75,74.83333
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-022,OWODE AREA / AT L. A. PRY. SCHOOL,132,420,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,92,1,39,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/08/pu/022/022-1677384816.pdf,-38.6763858,-61.0966726
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-023,OLOKUN COMP. / AT COCOA HALL AT IDIUJA I,67,275,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,40,5,21,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37412/37412-1677467994.pdf,-38.3282956,-60.8950811
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-024,OLOKUN COMP. / AT COCOA HALL AT IDIUJA II,88,304,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,56,2,27,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37413/37413-1677472239.pdf,-38.0855468,-61.7527851
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-025,AGBELE COMP. / AT ST. MARKS' SCHOOL,84,224,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,58,2,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37414/37414-1677470344.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-026,OBIROKODO C / ST. JAMES' SCHOOL,66,282,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,28,11,27,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37415/37415-1677472944.pdf,42.2654418,2.9684498
EKITI,EKITI SOUTH WEST,IGBARA ODO   I,13-05-08-027,"ELEJOKA ODIGBO, ST. JAMES SCHOOL",44,150,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,30,1,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20375/pu/37416/37416-1677471024.pdf,-35.4265513,-58.0503994
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-001,"BOLORUNDURO FARM / PRIMARY SCHOOL, BOLORUNDURO  I",19,134,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,10,0,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/001/001-1677421217.pdf,-37.3962261,-63.0826964
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-002,"BOLORUNDURO FARM /PRIMARY SCHOOL, BOLORUNDURO  II",80,372,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,49,0,28,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/002/002-1677422462.pdf,48.1500279,11.6646086
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-003,"BOLORUNDURO FARM / PRIMARY SCHOOL, BOLORUNDURO  III",0,116,TRUE,-1,FALSE,FALSE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20376/pu/37419/37419-1677522764.pdf,-15.9941326,-47.9860094
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-004,AYETORO / AT ST. PAUL' S SCHOOL,106,341,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,73,1,27,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/004/004-1677394539.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-005,IDIASA  /  AT ST. PAUL' S SCHOOL,111,324,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,67,2,37,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/005/005-1677426378.pdf,-6.1454514,106.7421848
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-006,ASAN  /  AT ST. PAUL' S SCHOOL,100,243,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,60,2,27,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/006/006-1677424140.pdf,33.25,74.25
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-007,OBARINMADUN  /  NEAR F. SEKITERI'S HOUSE  I,74,227,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,45,1,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/007/007-1677424831.pdf,-6.1314595,106.8333185
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-008,OBARINMADUN  /  NEAR F. SEKITERI'S HOUSE  II,103,316,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,66,1,34,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/008/008-1677425387.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-009,LATE AYALODI TEWOBOLA  / NEAR AYALODI TEWOBOLA'S HOUSE,91,419,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,53,0,38,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/009/009-1677426279.pdf,32.2864932,36.3313486
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-010,KAJOLA / OLOWOFELA / NEAR OLOGUNGBEDE'S HOUSE,137,378,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,103,2,31,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/010/010-1677426854.pdf,19.37496,-99.21976
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-011,KAJOLA / OLOWOFELA / AT ST. JOSEPH' S C. A. C.,125,307,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,91,6,21,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/011/011-1677427639.pdf,60.1571682,24.9573113
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-012,OKE OSUN NEAR TEDELA,107,362,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,80,1,24,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/012/012-1677428049.pdf,54.85291,46.3960413
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-013,OBATEDO AREA / AT CO-OPERATIVE STORE OPPOSITE C. A. C.,94,294,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,50,4,38,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/013/013-1677428438.pdf,-0.9925487,36.7029981
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-014,IGBON / ARAPATE NEAR J. F. FATOBA,62,222,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,47,3,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/014/014-1677419013.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-015,IGBON / ARAPATE NEAR  AKEREYEMI'S HOUSE,95,306,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,41,2,49,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/015/015-1677397767.pdf,-35.1363125,-58.7396639
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-016,ABOLUWODI / AT ST. STEPHEN' S PRY. SCHOOL,73,233,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,46,1,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/016/016-1677410406.pdf,-35.9743681,-61.2943187
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-017,ODO OGBA  /  AT ST. STEPHENS PRY SCHOOL,78,258,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,56,1,17,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/017/017-1677413080.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-018,OKE ODO / AT ST. RAPHAEL SCHOOL,142,381,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,87,4,46,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/018/018-1677400875.pdf,21.14413,-98.93088
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-019,ALARIN MOKUN  / AT ST. RAPHAEL'S SCHOOL,127,276,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,62,4,57,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20376/pu/37435/37435-1677484429.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-020,ARAROMI OKE  OSODI  / AT ST. RAPHAEL'S SCHOOL,80,219,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,51,0,28,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/020/020-1677423506.pdf,-16.0489282,-48.007582
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-022,OKE IGBALA INFRONT OF C. A. C.  II,81,202,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,45,3,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/022/022-1677426644.pdf,29.6093369,52.5703092
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-023,ITIGI AREA NEAR ITIGI,66,288,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,41,1,23,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20376/pu/37439/37439-1677482679.pdf,29.6065186,52.5661875
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-024,OSODI COMPOUND NEAR ITIGI,85,225,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,59,3,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/024/024-1677428733.pdf,29.5860251,52.5707335
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-025,IDI OSE / OSUKOTU NEAR IDI OSE MARKET,96,364,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,56,1,34,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/025/025-1677414504.pdf,29.5850101,52.5622149
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-026,IDI OSE / OSUKOTI SAPEYE HALL,62,186,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,43,0,19,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20376/pu/37442/37442-1677483717.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-027,ELEGIRI / BALOGUN IGE NEAR ADEYEMI'S HOUSE,89,322,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,52,0,32,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/027/027-1677413769.pdf,-35.6526102,-58.2278362
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-028,ELEGIRI / BALOGUN IGE NEAR ASAMO'S HOUSE,123,451,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,44,1,77,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/028/028-1677416885.pdf,29.6009849,52.5162077
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-029,ASARAN / OJANBATI ST. STEPHEN'S SCHOOL   I,72,233,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,42,2,26,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/029/029-1677419276.pdf,,
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-030,ASARAN / OJANBATI ST. STEPHEN' S SCHOOL   II,66,189,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,46,1,18,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/030/030-1677419834.pdf,31.33333,76.75
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-031,OLOGBODO / ABAJA BESIDE OLOGBODO ABAJA,57,226,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,38,1,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/031/031-1677421821.pdf,30.3170689,-81.6547473
EKITI,EKITI SOUTH WEST,IGBARA ODO  II,13-05-09-032,GBAMILAYIN / AFIN AREA COURT HALL,73,313,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,44,1,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/09/pu/032/032-1677421257.pdf,54.584752,42.615097
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-001,IFAKIN AREA / ST. THOMAS'S SCHOOL,198,490,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,91,2,103,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/001/001-1677410646.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-003,IFAKIN AREA / AJEBAMIDELE PRY. SCHOOL   II,136,327,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,80,8,43,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3349/ward/20377/pu/37451/37451-1677511601.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-004,BABATOLA  /  NEAR BABATOLA,146,410,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,94,1,50,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/004/004-1677397369.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-005,ABA IBADAN / AJEBAMIDELE PRY. SCHOOL,50,135,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,34,1,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/005/005-1677400374.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-006,ILODA AREA  /  NEAR ILODA  I,122,333,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,60,3,52,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/006/006-1677386794.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-007,ILODA AREA  /  NEAR ILODA  II,131,381,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,52,1,73,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/007/007-1677411328.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-008,ILODA AREA  /  NEAR ILODA  III,159,362,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,86,4,43,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/008/008-1677389078.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-009,ILODA AREA  /  NEAR ILODA  IV,125,323,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,68,3,49,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/009/009-1677402525.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-010,OMI OGUN  / NEAR OMI OGUN,46,170,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,19,2,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/010/010-1677397325.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-011,ELEMO / NEAR ELEMO,100,227,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,47,3,46,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/011/011-1677411079.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-012,AYEDADE  OGOTUN  HIGH SCHOOL,55,150,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,31,0,19,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/012/012-1677401106.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-013,EDETEDO /  ILUPEJU PRY. SCHOOL  I,50,142,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,23,0,24,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/013/013-1677397907.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-014,EDETEDO  / ILUPEJU PRY. SCHOOL  II,27,135,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,24,0,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/014/014-1677402288.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-015,EDETEDO  / ILUPEJU PRY. SCHOOL  III,58,152,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,31,0,26,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/015/015-1677398986.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-016,AJEBAMIDELE  / IFELODUN PRY. SCHOOL   I,68,243,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,44,0,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/016/016-1677396612.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-017,AJEBAMIDELE /  IFELODUN PRY. SCHOOL   II,28,155,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,12,0,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/017/017-1677410766.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-018,KAJOLA / ABA BAALE  / AT  IFELODUN PRY. SCHOOL,66,264,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,54,0,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/018/018-1677394830.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-019,OLORIOKO / ARAROMI / ARAROMI PRY. SCHOOL I,63,184,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,25,1,35,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/019/019-1677403075.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-020,OLORIOKO / ARAROMI /  ARAROMI PRY. SCHOOL II,45,172,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,20,0,24,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/020/020-1677387921.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-021,OSHOGBOTEDO / IFELOJU PRY. SCHOOL  I,50,157,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,29,0,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/021/021-1677401862.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-023,ATANOKO / NEAR ATANOKO,74,203,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,26,7,40,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/023/023-1677395343.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  I,13-05-10-024,OMUARAN VILLAGE/ COMMUNITY SCHOOL / BOLORUNDURO,122,334,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,100,0,19,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/10/pu/024/024-1677399174.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  II,13-05-11-001,OKEMI I   I  / ST. BATHOLOMEW,105,256,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,63,2,38,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/11/pu/001/001-1677387755.pdf,38.3505466,42.2472592
EKITI,EKITI SOUTH WEST,OGOTUN  II,13-05-11-002,OKEMI I   II  / ST. BATHOLOMEW,109,275,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,70,3,32,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/11/pu/002/002-1677393063.pdf,38.2186068,42.3838291
EKITI,EKITI SOUTH WEST,OGOTUN  II,13-05-11-003,OKEMI I   III  / ST. BATHOLOMEW,69,184,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,36,0,23,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/11/pu/003/003-1677389848.pdf,38.2186068,42.3838291
