State,LGA,Ward,PU-Code,PU-Name,Address,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,latitude,longitude
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-028,"2, IFELODUN STREET OFF ILUDUN 1-101","2, IFELODUN STREET OFF ILUDUN 1-101, AJEROMI/IFELODUN, LAGOS",89,502,True,-1,False,False,False,False,UNKNOWN,31,38,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77632/result_22785_1677580382_thumb.jpg,6.427422,3.426466
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-029,"32, IFELODUN STREET/ ALAFIA ROAD","32, IFELODUN STREET/ ALAFIA ROAD, AJEROMI/IFELODUN, LAGOS",93,693,True,-1,False,False,False,False,UNKNOWN,25,58,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77633/result_22786_1677580445_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-030,"6, EDIDI STREET","6, EDIDI STREET, AJEROMI/IFELODUN, LAGOS",100,615,True,-1,False,False,False,False,UNKNOWN,37,53,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77634/result_22787_1677580690_thumb.jpg,6.490794,3.591883
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-031,"20, EDIDI STREET","20, EDIDI STREET, AJEROMI/IFELODUN, LAGOS",105,601,True,-1,False,False,False,False,UNKNOWN,30,64,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77635/result_22788_1677580831_thumb.jpg,6.490794,3.591883
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-032,ABISOGUN STREET MUDA STREET,"ABISOGUN STREET MUDA STREET, AJEROMI/IFELODUN, LAGOS",82,499,True,-1,False,False,False,False,UNKNOWN,18,45,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77636/result_22789_1677580919_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-033,"16, ADEGBOYEGA STREET","16, ADEGBOYEGA STREET, AJEROMI/IFELODUN, LAGOS",98,574,True,-1,False,False,False,False,UNKNOWN,73,16,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77637/result_22790_1677581079_thumb.jpg,6.485711,3.591952
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-034,"12, MUDA STREET/NO. 1 ALAFIA ROAD","12, MUDA STREET/NO. 1 ALAFIA ROAD, AJEROMI/IFELODUN, LAGOS",131,869,True,-1,False,False,False,False,UNKNOWN,13,99,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77638/result_22791_1677581178_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-035,AT THE JUNCTION OF ADEOTI CLOSE,"AT THE JUNCTION OF ADEOTI CLOSE, AJEROMI/IFELODUN, LAGOS",107,525,True,-1,False,False,False,False,UNKNOWN,11,78,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77639/result_22792_1677581286_thumb.jpg,50.241318,-5.228765
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-036,"1, OMOWUMI OMONIYI STREET","1, OMOWUMI OMONIYI STREET, AJEROMI/IFELODUN, LAGOS",111,706,True,-1,False,False,False,False,UNKNOWN,68,26,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77640/result_22793_1677581435_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-037,"9, OMONIYI OLUPO STREET","9, OMONIYI OLUPO STREET, AJEROMI/IFELODUN, LAGOS",87,553,True,-1,False,False,False,False,UNKNOWN,47,22,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77641/result_22794_1677581647_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-038,"17, OMONIYI OLUPO STREET","17, OMONIYI OLUPO STREET, AJEROMI/IFELODUN, LAGOS",77,476,True,-1,False,False,False,False,UNKNOWN,47,18,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77642/result_22795_1677581952_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-040,"20, ADEOYE STREET","20, ADEOYE STREET, AJEROMI/IFELODUN, LAGOS",80,492,True,-1,False,False,False,False,UNKNOWN,33,44,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77644/result_22797_1677582323_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-041,"4, ADEPONLE STREET I","4, ADEPONLE STREET I, AJEROMI/IFELODUN, LAGOS",97,630,True,-1,False,False,False,False,UNKNOWN,64,23,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77645/result_22798_1677582398_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-042,"4, ADEPONLE STREET II","4, ADEPONLE STREET II, AJEROMI/IFELODUN, LAGOS",81,663,True,-1,False,False,False,False,UNKNOWN,39,32,8,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77646/result_22799_1677582648_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-043,ILUDUN/IGBAJA JUNCTION,"ILUDUN/IGBAJA JUNCTION, AJEROMI/IFELODUN, LAGOS",85,563,True,-1,False,True,False,False,UNKNOWN,47,30,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77647/result_22800_1677582718_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-044,"9, MAIYEGUN STREET","9, MAIYEGUN STREET, AJEROMI/IFELODUN, LAGOS",108,580,True,-1,False,False,False,False,UNKNOWN,34,61,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77648/result_22801_1677583055_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-045,BABASALA STREET,"BABASALA STREET, AJEROMI/IFELODUN, LAGOS",100,540,True,-1,False,False,False,False,UNKNOWN,12,63,7,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77649/result_22802_1677583493_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-046,OPEN SPACE AT ADEDAYO ADEDIRAN,"OPEN SPACE AT ADEDAYO ADEDIRAN, AJEROMI/IFELODUN, LAGOS",146,800,True,-1,False,False,False,False,UNKNOWN,97,36,11,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77650/result_22803_1677584218_thumb.jpg,34.36164,-118.557211
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-047,"OLADIPO RPY. SCH.(ALAYAKI, RASAKI, IREPODUN STREET)","OLADIPO RPY. SCH.(ALAYAKI, RASAKI, IREPODUN STREET), AJEROMI/IFELODUN, LAGOS",105,750,True,-1,False,False,False,False,UNKNOWN,47,45,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77651/result_22804_1677584597_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-050,"8, AWOLOWO STREET","8, AWOLOWO STREET, AJEROMI/IFELODUN, LAGOS",80,511,True,-1,False,False,False,False,UNKNOWN,53,15,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77654/result_22807_1677586135_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-051,"8, AWOLOWO STREET","8, AWOLOWO STREET, AJEROMI/IFELODUN, LAGOS",80,511,True,-1,False,True,False,False,UNKNOWN,45,23,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77654/result_22807_1677586135_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-052,"3, LABAKA STREET","3, LABAKA STREET, AJEROMI/IFELODUN, LAGOS",107,623,True,-1,False,False,False,False,UNKNOWN,38,41,13,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77656/result_22809_1677586774_thumb.jpg,6.46814,3.340786
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-053,"25, LABAKA STREET","25, LABAKA STREET, AJEROMI/IFELODUN, LAGOS",139,732,True,-1,False,False,False,False,UNKNOWN,47,79,4,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77657/result_22810_1677587593_thumb.jpg,6.46814,3.340786
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-055,"30, ODUMADE STREET","30, ODUMADE STREET, AJEROMI/IFELODUN, LAGOS",119,711,True,-1,False,False,False,False,UNKNOWN,57,23,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77659/result_22812_1677588548.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-056,"26, CEMETARY STREET","26, CEMETARY STREET, AJEROMI/IFELODUN, LAGOS",91,474,True,-1,False,False,False,False,UNKNOWN,57,23,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77660/result_22813_1677588812_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,MOSAFEJO,24-02-10-057,IN FRONT OF POLICE POST FORMER AMUKOKO CUSTOMARY COURT,"IN FRONT OF POLICE POST FORMER AMUKOKO CUSTOMARY COURT, AJEROMI/IFELODUN, LAGOS",69,515,True,-1,False,False,False,False,UNKNOWN,34,27,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77661/result_22814_1677589049_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-001,"2, EGBAYILO STREET","2, EGBAYILO STREET, AJEROMI/IFELODUN, LAGOS",119,797,True,-1,False,False,False,False,UNKNOWN,35,77,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77662/result_22827_1677576237_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-002,IN FRONT OF NO. 5 OLUSHOLA STREET,"IN FRONT OF NO. 5 OLUSHOLA STREET, AJEROMI/IFELODUN, LAGOS",64,580,True,-1,False,False,False,False,UNKNOWN,17,35,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77663/result_22828_1677576710_thumb.jpg,6.508207,3.342436
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-003,21/23 AKPIRI STREET,"21/23 AKPIRI STREET, AJEROMI/IFELODUN, LAGOS",176,985,True,-1,False,False,False,False,UNKNOWN,42,116,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77664/result_22829_1677577624_thumb.jpg,6.441948,3.336022
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-004,43 AKPIRI STREET,"43 AKPIRI STREET, AJEROMI/IFELODUN, LAGOS",94,503,True,-1,False,False,False,False,UNKNOWN,22,43,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77665/result_22830_1677577875_thumb.jpg,6.441948,3.336022
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-006,AT THE JUNCTION OF ISIKALU,"AT THE JUNCTION OF ISIKALU, AJEROMI/IFELODUN, LAGOS",163,778,True,-1,False,False,False,False,UNKNOWN,56,94,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77667/result_22832_1677578767_thumb.jpg,47.56304,-122.38659
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-007,"56, ISIKALU","56, ISIKALU, AJEROMI/IFELODUN, LAGOS",171,960,True,-1,False,False,False,False,UNKNOWN,27,118,9,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77668/result_22833_1677578916_thumb.jpg,6.44528,3.534802
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-008,"36, SILVER STREET","36, SILVER STREET, AJEROMI/IFELODUN, LAGOS",132,718,True,-1,False,False,False,False,UNKNOWN,9,98,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77669/result_22834_1677579109_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-009,"2, SILVER STREET","2, SILVER STREET, AJEROMI/IFELODUN, LAGOS",128,691,True,-1,False,False,False,False,UNKNOWN,8,101,7,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77670/result_22835_1677579459_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-010,"13, PRINCE FADINA STREET I","13, PRINCE FADINA STREET I, AJEROMI/IFELODUN, LAGOS",178,729,True,-1,False,False,False,False,UNKNOWN,35,112,0,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77671/result_22836_1677579542_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-011,"13, PRINCE FADINA STREET II","13, PRINCE FADINA STREET II, AJEROMI/IFELODUN, LAGOS",155,733,True,-1,False,False,False,False,UNKNOWN,27,97,5,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77672/result_22837_1677579637_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-012,AT JUNCTION OF RASHEED/ISIKALU STREET,"AT JUNCTION OF RASHEED/ISIKALU STREET, AJEROMI/IFELODUN, LAGOS",128,704,True,-1,False,False,False,False,UNKNOWN,23,76,11,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77673/result_22838_1677579775_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-015,"18, AKINSANYA STREET","18, AKINSANYA STREET, AJEROMI/IFELODUN, LAGOS",79,517,True,-1,False,False,False,False,UNKNOWN,19,45,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77676/result_22841_1677580208_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-019,WILBER CRESCENT/ISIKALU LANE JUNCTION,"WILBER CRESCENT/ISIKALU LANE JUNCTION, AJEROMI/IFELODUN, LAGOS",76,347,True,-1,True,True,False,False,UNKNOWN,17,46,7,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77680/result_22845_1677580718_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-023,"19, OYEGUNLE STREET","19, OYEGUNLE STREET, AJEROMI/IFELODUN, LAGOS",134,860,True,-1,False,False,False,False,UNKNOWN,54,58,12,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77684/result_22849_1677581261_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-025,"8, ERIOMOLA STREET","8, ERIOMOLA STREET, AJEROMI/IFELODUN, LAGOS",104,496,True,-1,False,False,False,False,UNKNOWN,47,41,11,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77686/result_22851_1677581619_thumb.jpg,6.453449,3.337107
LAGOS,AJEROMI/IFELODUN,TEMIDIRE II,24-02-11-028,"16, BABATUNDE STREET","16, BABATUNDE STREET, AJEROMI/IFELODUN, LAGOS",126,646,True,-1,False,False,False,False,UNKNOWN,44,64,6,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77689/result_22854_1677582109_thumb.jpg,6.436105,3.434646
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-001,AKOWONJO BEN JUNCTION,"AKOWONJO BEN JUNCTION, ALIMOSHO, LAGOS",165,801,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77691/result_22868_1677504275_thumb.jpg,6.61012,3.30968
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-002,"6, BEN STREET AKOWONJO","6, BEN STREET AKOWONJO, ALIMOSHO, LAGOS",114,601,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77692/result_22869_1677504304_thumb.jpg,6.61012,3.30968
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-003,OYINLOLA AKOWONJO JUNCTION,"OYINLOLA AKOWONJO JUNCTION, ALIMOSHO, LAGOS",185,944,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77693/result_22870_1677504332_thumb.jpg,6.61012,3.30968
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-006,ABATI PRIMARY SCHOOL AKOWONJO II,"ABATI PRIMARY SCHOOL AKOWONJO II, ALIMOSHO, LAGOS",121,750,True,-1,False,False,False,False,UNKNOWN,30,69,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77696/result_22873_1677504758_thumb.jpg,,
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-007,COMMUNITY GRAMMAR SCHOOL I,"COMMUNITY GRAMMAR SCHOOL I, ALIMOSHO, LAGOS",125,678,True,-1,False,True,False,False,UNKNOWN,43,68,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77697/result_22874_1677504904_thumb.jpg,7.964248,3.254773
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-008,COMMUNITY GRAMMAR SCHOOL II,"COMMUNITY GRAMMAR SCHOOL II, ALIMOSHO, LAGOS",68,559,True,-1,False,False,False,False,UNKNOWN,29,37,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77698/result_22875_1677505023_thumb.jpg,7.964248,3.254773
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-009,OLUGA/AFOLABI JUNCTION,"OLUGA/AFOLABI JUNCTION, ALIMOSHO, LAGOS",70,440,True,-1,False,False,False,False,UNKNOWN,30,35,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77699/result_22876_1677504351_thumb.jpg,6.60656,3.30235
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-010,ALHAJI IDOWU/OGO OLUWA JUNCTION I,"ALHAJI IDOWU/OGO OLUWA JUNCTION I, ALIMOSHO, LAGOS",156,637,True,-1,False,False,False,False,UNKNOWN,56,81,14,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77700/result_22877_1677504408_thumb.jpg,6.458683,3.387703
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-011,ALHAJI IDOWU/OGO OLUWA JUNCTION II,"ALHAJI IDOWU/OGO OLUWA JUNCTION II, ALIMOSHO, LAGOS",103,533,True,-1,False,False,False,False,UNKNOWN,41,38,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77701/result_22878_1677504506_thumb.jpg,6.60656,3.30235
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-012,ALHAJI IDOWU/OGO OLUWA JUNCTION III,"ALHAJI IDOWU/OGO OLUWA JUNCTION III, ALIMOSHO, LAGOS",80,442,True,-1,False,False,False,False,UNKNOWN,37,35,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77702/result_22879_1677504460_thumb.jpg,6.458683,3.387703
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-013,ALH. ADETUTU/AKOWONJO I,"ALH. ADETUTU/AKOWONJO I, ALIMOSHO, LAGOS",157,711,True,-1,False,False,False,False,UNKNOWN,82,54,16,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77703/result_22880_1677504513_thumb.jpg,6.458683,3.387703
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-014,ALH. ADETUTU/AKOWONJO II,"ALH. ADETUTU/AKOWONJO II, ALIMOSHO, LAGOS",46,240,True,-1,False,False,False,False,UNKNOWN,28,14,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77704/result_22881_1677504603_thumb.jpg,,
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-015,JIMOH AKINREMI VICTORIA JUNCTION,"JIMOH AKINREMI VICTORIA JUNCTION, ALIMOSHO, LAGOS",161,750,True,-1,False,False,False,False,UNKNOWN,39,93,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77705/result_22882_1677504713_thumb.jpg,6.447048,3.344747
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-016,FRONT OF 11 OLA AKINPELU,"FRONT OF 11 OLA AKINPELU, ALIMOSHO, LAGOS",89,310,True,-1,False,False,False,False,UNKNOWN,42,38,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77706/result_22883_1677504668_thumb.jpg,38.922574,-78.190846
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-017,ODUKO/VINCENT JUNCTION I,"ODUKO/VINCENT JUNCTION I, ALIMOSHO, LAGOS",85,593,True,-1,False,False,False,False,UNKNOWN,29,48,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77707/result_22884_1677504699_thumb.jpg,6.458683,3.387703
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-018,ODUKO/VINCENT JUNCTION II,"ODUKO/VINCENT JUNCTION II, ALIMOSHO, LAGOS",79,605,True,-1,False,False,False,False,UNKNOWN,32,34,9,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77708/result_22885_1677504804_thumb.jpg,48.9736,-97.19895
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-019,ODUKO/VINCENT JUNCTION III,"ODUKO/VINCENT JUNCTION III, ALIMOSHO, LAGOS",94,614,True,-1,False,False,False,False,UNKNOWN,43,33,7,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77709/result_22886_1677504802_thumb.jpg,48.9736,-97.19895
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-020,"FRONT OF 24, OLUWALOGBON STREET","FRONT OF 24, OLUWALOGBON STREET, ALIMOSHO, LAGOS",129,771,True,-1,False,False,False,False,UNKNOWN,53,60,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77710/result_22887_1677505119_thumb.jpg,6.60656,3.30235
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-023,IWAJOWA/OGO OLUWA JUNCTION I,"IWAJOWA/OGO OLUWA JUNCTION I, ALIMOSHO, LAGOS",132,773,True,-1,False,False,False,False,UNKNOWN,57,60,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77713/result_22890_1677505715_thumb.jpg,,
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-024,IWAJOWA/OGO OLUWA JUNCTION II,"IWAJOWA/OGO OLUWA JUNCTION II, ALIMOSHO, LAGOS",155,613,True,-1,False,False,False,False,UNKNOWN,65,72,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77714/result_22891_1677505725_thumb.jpg,,
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-025,FRONT OF 37 SAMUEL STREET I,"FRONT OF 37 SAMUEL STREET I, ALIMOSHO, LAGOS",110,751,True,-1,False,False,False,False,UNKNOWN,43,56,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77715/result_22892_1677505900_thumb.jpg,6.458683,3.387703
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-026,"FRONT OF 37, SAMUEL STREET II","FRONT OF 37, SAMUEL STREET II, ALIMOSHO, LAGOS",142,668,True,-1,False,False,False,False,UNKNOWN,60,49,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77716/result_22893_1677505116_thumb.jpg,6.60656,3.30235
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-027,"FRONT OF 25, BADA STREET","FRONT OF 25, BADA STREET, ALIMOSHO, LAGOS",202,775,True,-1,False,True,False,False,UNKNOWN,59,116,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77717/result_22894_1677505295_thumb.jpg,6.60656,3.30235
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-029,ADEYEMI NUSIRATU JUNCTION II,"ADEYEMI NUSIRATU JUNCTION II, ALIMOSHO, LAGOS",140,869,True,-1,True,False,False,False,UNKNOWN,55,61,11,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77719/result_22896_1677505539_thumb.jpg,,
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-030,"5, FAKOYA STREET AKOWONJO","5, FAKOYA STREET AKOWONJO, ALIMOSHO, LAGOS",173,795,True,-1,False,True,False,False,UNKNOWN,64,83,6,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77720/result_22897_1677505679_thumb.jpg,6.61012,3.30968
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-031,"FRONT OF 10, FAKOYA STREET","FRONT OF 10, FAKOYA STREET, ALIMOSHO, LAGOS",107,491,True,-1,False,False,False,False,UNKNOWN,55,42,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77721/result_22898_1677505899_thumb.jpg,6.60656,3.30235
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-032,"15, FAKOYA STREET AKOWONJO","15, FAKOYA STREET AKOWONJO, ALIMOSHO, LAGOS",160,975,True,-1,False,False,False,False,UNKNOWN,78,69,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77722/result_22899_1677505842_thumb.jpg,6.61012,3.30968
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-034,6/8 OLADIPUPO SANTOS LAYOUT I,"6/8 OLADIPUPO SANTOS LAYOUT I, ALIMOSHO, LAGOS",164,749,True,-1,False,False,False,False,UNKNOWN,29,116,6,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77724/result_22901_1677506057_thumb.jpg,6.458683,3.387703
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-035,6/8 OLADIPUPO SANTOS LAYOUT  II,"6/8 OLADIPUPO SANTOS LAYOUT  II, ALIMOSHO, LAGOS",182,943,True,-1,False,True,False,False,UNKNOWN,39,118,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77725/result_22902_1677505823_thumb.jpg,6.60656,3.30235
LAGOS,ALIMOSHO,SHASHA/AKOWONJO,24-03-01-036,FRONT OF 1A OKE STREET,"FRONT OF 1A OKE STREET, ALIMOSHO, LAGOS",82,510,True,-1,False,False,False,False,UNKNOWN,26,42,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77726/result_22903_1677506388_thumb.jpg,6.60656,3.30235
